year,val,upperVal,lowerVal
1984,0.04867650411705731,0.08365115573741815,0.01651469885759001
1988,0.028719672702847622,0.07264070472783293,0.004980186415527112
1989,0.028059339295793552,0.06593450089621776,0.005167435353505461
1990,0.03020602354537244,0.07113836946777982,0.0060709584843652966
1991,0.040389811488050105,0.08355253961965108,0.009434216567654355
1992,0.03450603404734872,0.0707699416124243,0.008163786792444564
1993,0.017761049417194474,0.045399427194985846,0.0032847233618252068
1994,0.0186233857231663,0.05082863348066802,0.0035036281499354616
1995,0.038650157460218104,0.07736574610213802,0.008565743494817875
1996,0.03831580427758917,0.07603256252248404,0.008055337455891242
1997,0.034089777128615134,0.07091567599819952,0.006966521880191171
1998,0.024120321222319503,0.05581140938847377,0.004717842600713299
1999,0.04408195979848482,0.07345639987728841,0.015299509680993412
2000,0.02958285436442118,0.05994674874811603,0.007076703467407009
2001,0.020448230542846526,0.04667436028834845,0.004478944230532783
2002,0.027716123402756216,0.056115517355912206,0.0059020247164463975
2003,0.035912359050746544,0.06787976792736199,0.0076237914010955955
2004,0.027532273018952363,0.058036239666913764,0.005947423155754426
2005,0.015037354877296096,0.03753128274884381,0.0027021262342609223
2006,0.010960924068151474,0.027769743159110485,0.0017817036830365118
2007,0.012684613466668949,0.03419603573941636,0.0022054229505793716
2008,0.028874017250394478,0.06271509497623019,0.00529801388668795
2009,0.03187742452216191,0.065243463808649,0.006089459856494599
2010,0.017204908215490363,0.049134210258510384,0.002606076215155304
2011,0.019292332813772094,0.056478537747413696,0.003223738360494208
2012,0.01831467902508293,0.05529044508131205,0.0025820023959498453
2013,0.019686157519724225,0.056565251633134916,0.0032529027853791404
2014,0.01994323996498863,0.05776626290107936,0.003282862727558118
2015,0.01706147076807997,0.04704817448619313,0.0026877042630703814
2016,0.018437349206083597,0.04949526919856544,0.0029762365631936893
2017,0.02016919194946195,0.051386053641514245,0.0030909278020481512
2018,0.02037295183508985,0.05574912429910245,0.0033345183106506552
2019,0.03842036123019827,0.11510959111314818,0.005475210648280593
